Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
2021-01-28,2021,1,28,Thursday,04,2021-04,349.47,354.64,349.03,350.65,94198100,0.008600445506869336,353.0157142857143,351.57388888888886
2021-01-29,2021,1,29,Friday,04,2021-04,348.79,349.75,341.95,343.63,126765100,-0.020019679817412483,352.2735714285714,351.1557894736842
2021-02-01,2021,2,1,Monday,05,2021-05,347.01,350.38,343.91,349.35,75817600,0.016645679245117062,352.1107142857142,351.0655
2021-02-02,2021,2,2,Tuesday,05,2021-05,352.52,355.84,349.43,354.29,64450700,0.014140130971819875,352.2957142857143,351.2190476190476
2021-02-03,2021,2,3,Wednesday,05,2021-05,355.11,356.28,353.29,354.56,52427100,0.0007862719400062446,352.4321428571429,351.3709090909091
2021-02-04,2021,2,4,Thursday,05,2021-05,355.59,358.64,354.68,358.59,47142600,0.011365648268432116,352.94428571428574,351.6847826086956
2021-02-05,2021,2,5,Friday,05,2021-05,360.46,360.71,358.55,360.0,48669800,0.003935953461301267,353.74071428571426,352.03125
2021-02-08,2021,2,8,Monday,06,2021-06,361.45,362.65,360.6,362.6,38365200,0.007221970455660198,354.52714285714285,352.454
2021-02-09,2021,2,9,Tuesday,06,2021-06,361.77,362.96,361.36,362.36,35551100,-0.0006660586237633437,354.9485714285714,352.835
2021-02-10,2021,2,10,Wednesday,06,2021-06,364.1,364.25,359.81,362.21,59154400,-0.00043549212842297624,355.3364285714286,353.1822222222222
2021-02-11,2021,2,11,Thursday,06,2021-06,363.28,363.7,360.37,362.79,42913300,0.0016151656046061724,355.8557142857143,353.5253571428571
2021-02-12,2021,2,12,Friday,06,2021-06,361.99,364.82,361.92,364.58,50593300,0.0049398877280655284,356.40285714285716,353.90655172413796
2021-02-16,2021,2,16,Tuesday,07,2021-07,365.81,366.0,363.55,364.27,50972400,-0.0008661007561368006,356.9671428571429,354.252
2021-02-17,2021,2,17,Wednesday,07,2021-07,362.52,364.6,361.51,364.35,52290600,0.00022938431507246726,358.15928571428566,354.57774193548386
2021-02-18,2021,2,18,Thursday,07,2021-07,361.75,363.54,360.03,362.8,59712800,-0.0042559542904545555,359.02714285714285,354.8346875
2021-02-19,2021,2,19,Friday,07,2021-07,364.05,364.34,361.71,362.16,83241000,-0.0017661171650000806,360.3507142857143,355.0566666666667
2021-02-22,2021,2,22,Monday,08,2021-08,359.4,361.78,359.1,359.37,67414200,-0.007691685422798744,361.0664285714285,355.1835294117647
2021-02-23,2021,2,23,Tuesday,08,2021-08,357.17,361.16,353.03,359.81,107284100,0.0012145940484975526,361.4607142857143,355.31571428571425
2021-02-24,2021,2,24,Wednesday,08,2021-08,358.72,364.2,357.74,363.77,72433900,0.011019270662023128,362.11857142857144,355.55055555555555
2021-02-25,2021,2,25,Thursday,08,2021-08,362.51,363.88,353.57,355.01,146670500,-0.02409587309715444,361.86285714285714,355.53594594594597
2021-02-26,2021,2,26,Friday,08,2021-08,356.88,358.03,351.2,353.18,152701600,-0.005152778569351368,361.3757142857143,355.4739473684211
2021-03-01,2021,3,1,Monday,09,2021-09,358.04,362.99,353.38,361.74,105348800,0.02424037663510914,361.3142857142857,355.63461538461536
2021-03-02,2021,3,2,Tuesday,09,2021-09,361.96,362.2,358.42,358.92,79595300,-0.007803239184516975,361.06857142857143,355.71675
2021-03-03,2021,3,3,Wednesday,09,2021-09,358.22,359.19,354.06,354.16,119940200,-0.013245764002393301,360.49357142857144,355.6787804878049
2021-03-04,2021,3,4,Thursday,09,2021-09,353.98,356.56,345.31,349.78,183433000,-0.01237464842447722,359.5642857142857,355.53833333333336
2021-03-05,2021,3,5,Friday,09,2021-09,353.27,357.27,346.01,356.22,152039600,0.018396394654590642,358.96714285714285,355.55418604651163
2021-03-08,2021,3,8,Monday,10,2021-10,357.17,359.98,354.16,354.44,123149200,-0.0049786245467017265,358.26500000000004,355.52886363636367
2021-03-09,2021,3,9,Tuesday,10,2021-10,358.28,362.05,357.78,359.5,113633600,0.014277291235663903,357.91857142857145,355.6171111111111
2021-03-10,2021,3,10,Wednesday,10,2021-10,361.84,363.43,360.43,361.74,109899400,0.006224761697796621,357.84285714285716,355.7502173913044
2021-03-11,2021,3,11,Thursday,10,2021-10,364.2,367.38,363.75,365.41,86245000,0.010138997307048925,358.075,355.955744680851
2021-03-12,2021,3,12,Friday,10,2021-10,364.05,366.04,363.25,365.9,64653600,0.0013468660789017761,358.5414285714286,356.16291666666666
2021-03-15,2021,3,15,Monday,11,2021-11,366.15,368.34,364.02,368.08,73427200,0.005963544661821807,359.1321428571428,356.4061224489796
2021-03-16,2021,3,16,Tuesday,11,2021-11,368.7,369.4,366.85,367.62,73722500,-0.0012612185815668031,359.4071428571429,356.6304
2021-03-17,2021,3,17,Wednesday,11,2021-11,366.34,369.67,365.2,368.87,97959300,0.0034099722741036675,360.3971428571429,357.159
2021-03-18,2021,3,18,Thursday,11,2021-11,366.29,368.37,362.83,363.51,115349100,-0.014549586935486247,361.13499999999993,357.5332
2021-03-19,2021,3,19,Friday,11,2021-11,363.21,364.78,360.66,362.83,113624500,-0.0018506715274638763,361.2128571428571,357.8526
2021-03-22,2021,3,22,Monday,12,2021-12,363.35,367.11,363.29,365.73,73778600,0.007985073647684082,361.69928571428574,358.12699999999995
2021-03-23,2021,3,23,Tuesday,12,2021-12,365.1,366.54,362.07,362.85,90686600,-0.00787058342014868,362.32000000000005,358.3036
2021-03-24,2021,3,24,Wednesday,12,2021-12,364.25,365.88,360.96,361.01,97588600,-0.005083464803217419,363.1221428571429,358.49120000000005
2021-03-25,2021,3,25,Thursday,12,2021-12,359.57,363.83,357.63,363.04,116128600,0.0056252683972584094,363.6092857142857,358.718
2021-03-26,2021,3,26,Friday,12,2021-12,364.18,369.29,363.59,368.89,114409100,0.016114964125828912,364.64142857142855,359.0428
2021-03-29,2021,3,29,Monday,13,2021-13,367.42,369.61,365.94,368.7,108107600,-0.0005050576915694993,365.2985714285714,359.38840000000005
2021-03-30,2021,3,30,Tuesday,13,2021-13,367.43,368.39,366.13,367.72,76262200,-0.002652872052041344,365.7257142857143,359.7658
2021-03-31,2021,3,31,Wednesday,13,2021-13,368.29,370.77,368.26,369.21,112734200,0.0040534219804653215,365.9971428571429,360.1182
2021-04-01,2021,4,1,Thursday,13,2021-13,371.14,373.26,370.94,373.2,99682900,0.010799101435940317,366.5185714285714,360.45300000000003
2021-04-05,2021,4,5,Monday,14,2021-14,375.86,379.1,375.78,378.56,91684800,0.014353017638468968,367.2671428571429,360.8886
2021-04-06,2021,4,6,Tuesday,14,2021-14,378.0,379.38,377.66,378.33,62021000,-0.0005905072235358189,368.03214285714284,361.3448
2021-04-07,2021,4,7,Wednesday,14,2021-14,378.17,379.12,377.71,378.77,55836300,0.0011571907190819353,368.7392857142857,361.7818
2021-04-08,2021,4,8,Thursday,14,2021-14,380.02,380.63,379.09,380.57,57863100,0.004746764944534521,369.9578571428572,362.2658
2021-04-09,2021,4,9,Friday,14,2021-14,380.45,383.5,380.33,383.34,61104600,0.007270262697820495,371.4228571428571,362.9794
2021-04-12,2021,4,12,Monday,15,2021-15,382.74,383.75,382.14,383.48,56704900,0.00036453552569470915,372.6907142857143,363.63599999999997
2021-04-13,2021,4,13,Tuesday,15,2021-15,383.37,385.24,382.99,384.61,56551000,0.002963925248028909,374.24499999999995,364.45560000000006
2021-04-14,2021,4,14,Wednesday,15,2021-15,384.59,385.64,382.76,383.3,61659900,-0.0034152150759504396,375.83714285714285,365.1346
2021-04-15,2021,4,15,Thursday,15,2021-15,385.43,387.69,385.39,387.42,60229800,0.010742222255130995,377.5785714285715,365.79720000000003
2021-04-16,2021,4,16,Friday,15,2021-15,388.7,389.32,387.29,388.71,82037300,0.003342525218605674,378.9942857142857,366.48019999999997
2021-04-19,2021,4,19,Monday,16,2021-16,387.78,388.23,385.48,386.8,78498500,-0.004912883598959472,380.2871428571429,367.0444
2021-04-20,2021,4,20,Tuesday,16,2021-16,385.59,386.69,382.5,383.97,81851800,-0.007321722899601424,381.4478571428572,367.5238
2021-04-21,2021,4,21,Wednesday,16,2021-16,383.36,387.81,383.22,387.6,66793000,0.009461968846159685,382.76142857142855,368.02380000000005
2021-04-22,2021,4,22,Thursday,16,2021-16,387.44,388.27,383.0,384.06,97582800,-0.00913298309313959,383.5371428571429,368.45779999999996
2021-04-23,2021,4,23,Friday,16,2021-16,384.62,389.63,384.55,388.23,73209200,0.0108421930870084,384.2278571428571,368.9782000000001
2021-04-26,2021,4,26,Monday,17,2021-17,388.88,389.61,388.29,389.04,52182400,0.002087655266314492,384.99285714285713,369.5032
2021-04-27,2021,4,27,Tuesday,17,2021-17,389.34,389.53,387.82,388.95,51303100,-0.0002154062199682949,385.71999999999997,369.9906
2021-04-28,2021,4,28,Wednesday,17,2021-17,389.22,390.34,388.38,388.84,51238900,-0.00028747940116724546,386.31071428571425,370.48199999999997
2021-04-29,2021,4,29,Thursday,17,2021-17,391.56,391.94,387.95,391.32,78544300,0.006372827519187663,386.88071428571436,371.02139999999997
2021-04-30,2021,4,30,Friday,17,2021-17,389.06,389.9,387.86,388.75,85527000,-0.0065703293906937965,387.25714285714287,371.54040000000003
2021-05-03,2021,5,3,Monday,18,2021-18,390.73,391.12,389.09,389.59,68128300,0.0021566823908567567,387.61285714285714,372.089
2021-05-04,2021,5,4,Tuesday,18,2021-18,387.6,388.1,383.5,387.18,101591200,-0.006169346436869172,387.89,372.6452
2021-05-05,2021,5,5,Wednesday,18,2021-18,388.82,389.06,386.75,387.31,60162200,0.0003128334545310363,387.88214285714287,373.19520000000006
2021-05-06,2021,5,6,Thursday,18,2021-18,387.38,390.53,385.38,390.4,74321400,0.007985828955441754,388.0028571428571,373.7278
2021-05-07,2021,5,7,Friday,18,2021-18,391.16,393.89,390.48,393.24,67733800,0.007277733867778524,388.4628571428571,374.4924
2021-05-10,2021,5,10,Monday,19,2021-19,393.59,393.82,389.22,389.35,81852400,-0.009902463835441577,388.8471428571429,375.2158
2021-05-11,2021,5,11,Tuesday,19,2021-19,384.84,386.86,382.0,385.87,116888000,-0.008924538970669693,388.72357142857146,375.6984
2021-05-12,2021,5,12,Wednesday,19,2021-19,383.09,384.36,376.36,377.67,134811000,-0.021245118916766836,388.26714285714286,376.07340000000005
2021-05-13,2021,5,13,Thursday,19,2021-19,379.22,384.14,379.17,382.21,106394000,0.012012514308403999,387.83714285714285,376.63439999999997
2021-05-14,2021,5,14,Friday,19,2021-19,384.94,388.93,384.91,388.08,82201600,0.015355243457176204,387.7685714285714,377.4004
2021-05-17,2021,5,17,Monday,20,2021-20,386.97,387.9,385.08,387.09,65129200,-0.0025447115491608052,387.6357142857143,378.01779999999997
2021-05-18,2021,5,18,Tuesday,20,2021-20,387.35,387.59,383.6,383.76,59810200,-0.00861543672135956,387.2728571428571,378.6042
2021-05-19,2021,5,19,Wednesday,20,2021-20,379.08,382.93,377.6,382.75,106467100,-0.002622042637377864,386.6607142857143,379.06919999999997
2021-05-20,2021,5,20,Thursday,20,2021-20,383.63,388.13,383.5,386.87,78022200,0.010758129692200358,386.52642857142854,379.5718
2021-05-21,2021,5,21,Friday,20,2021-20,388.35,389.59,386.09,386.55,76578700,-0.000818892022764306,386.3092857142857,379.99460000000005
2021-05-24,2021,5,24,Monday,21,2021-21,388.79,391.56,388.54,390.49,51376700,0.01019436775924909,386.5457142857143,380.4864
2021-05-25,2021,5,25,Tuesday,21,2021-21,391.57,391.93,389.05,389.63,57451400,-0.002218882366957886,386.7114285714286,380.9174
2021-05-26,2021,5,26,Wednesday,21,2021-21,390.21,390.9,389.18,390.4,43088600,0.0019849240701141913,386.7114285714286,381.37299999999993
2021-05-27,2021,5,27,Thursday,21,2021-21,391.42,391.94,390.32,390.6,56707700,0.0005248354495468455,386.52285714285716,381.80760000000004
2021-05-28,2021,5,28,Friday,21,2021-21,392.17,392.43,391.07,391.3,58520200,0.0017885360092098068,386.66214285714284,382.36339999999996
2021-06-01,2021,6,1,Tuesday,22,2021-22,393.66,393.8,390.52,390.96,54216600,-0.0008807389878184857,387.0257142857143,382.926
2021-06-02,2021,6,2,Wednesday,22,2021-22,391.61,392.41,390.6,391.57,49097100,0.0015724897887687828,388.0185714285714,383.4428
2021-06-03,2021,6,3,Thursday,22,2021-22,389.26,391.26,387.8,390.12,58138800,-0.0037113128562699105,388.5835714285714,383.9882
2021-06-04,2021,6,4,Friday,22,2021-22,391.96,393.99,390.18,393.69,55938800,0.009145910026104875,388.9842857142857,384.6418
2021-06-07,2021,6,7,Monday,23,2021-23,393.68,393.85,392.37,393.31,51555000,-0.0009702073628320429,389.42857142857144,385.2472
2021-06-08,2021,6,8,Tuesday,23,2021-23,394.16,394.26,391.56,393.39,47134300,0.00021322459603134725,390.1164285714285,385.73720000000003
2021-06-09,2021,6,9,Wednesday,23,2021-23,394.23,394.3,392.58,392.8,48436300,-0.0014920212586460035,390.83428571428567,386.2192
2021-06-10,2021,6,10,Thursday,23,2021-23,394.02,395.58,392.71,394.63,51020100,0.0046485469182915296,391.3885714285714,386.75739999999996
2021-06-11,2021,6,11,Friday,23,2021-23,395.18,395.39,393.89,395.28,45570800,0.0016524417324437213,392.01214285714286,387.2788
2021-06-14,2021,6,14,Monday,24,2021-24,395.39,396.27,394.15,396.17,42358500,0.002239021164582855,392.4178571428571,387.7382
2021-06-15,2021,6,15,Tuesday,24,2021-24,396.31,396.35,394.56,395.44,51508500,-0.001834297574647592,392.8328571428571,388.0758
2021-06-16,2021,6,16,Wednesday,24,2021-24,395.58,395.8,391.19,393.23,80386100,-0.005583387946833884,393.03499999999997,388.37379999999996
2021-06-17,2021,6,17,Thursday,24,2021-24,392.82,394.08,390.63,393.1,90949700,-0.00033161624464816963,393.2135714285714,388.6603999999999
2021-06-18,2021,6,18,Friday,24,2021-24,389.83,390.52,387.59,387.8,118676300,-0.013490381996013823,392.96357142857147,388.805
2021-06-21,2021,6,21,Monday,25,2021-25,389.55,393.54,388.74,393.35,72822000,0.01431606571702071,393.13428571428574,389.00519999999995
2021-06-22,2021,6,22,Tuesday,25,2021-25,393.34,396.28,392.62,395.45,57700300,0.005346237729407344,393.41142857142853,389.2446
2021-06-23,2021,6,23,Wednesday,25,2021-25,395.53,396.33,394.89,394.97,49445400,-0.0012055723960808784,393.7578571428571,389.4518
2021-06-24,2021,6,24,Thursday,25,2021-25,397.12,397.73,396.86,397.31,45110300,0.005915763971486854,394.0164285714286,389.73199999999997
2021-06-25,2021,6,25,Friday,25,2021-25,398.06,399.17,397.73,398.72,58129500,0.0035520112253508707,394.4028571428571,389.958
2021-06-28,2021,6,28,Monday,26,2021-26,399.25,399.69,398.05,399.53,53159600,0.00201624954928481,394.8414285714286,390.17440000000005
2021-06-29,2021,6,29,Tuesday,26,2021-26,399.91,400.55,399.21,399.74,35970500,0.0005378984684176746,395.33714285714285,390.4332
2021-06-30,2021,6,30,Wednesday,26,2021-26,399.28,400.75,399.26,400.08,64827900,0.000841531836822007,395.7264285714286,390.7554
2021-07-01,2021,7,1,Thursday,26,2021-26,400.84,402.45,400.77,402.29,53441000,0.005536640463532638,396.2271428571429,391.0492
2021-07-02,2021,7,2,Friday,26,2021-26,403.45,405.72,402.38,405.37,57697700,0.007643787646486766,396.88428571428574,391.47540000000004
2021-07-06,2021,7,6,Tuesday,27,2021-27,405.42,405.64,401.9,404.63,68710400,-0.0018215624633463046,397.5407142857143,391.80339999999995
2021-07-07,2021,7,7,Wednesday,27,2021-27,405.31,406.34,403.3,406.06,63549500,0.003534152817736169,398.4571428571429,392.14380000000006
2021-07-08,2021,7,8,Thursday,27,2021-27,400.75,403.51,399.57,402.75,97595200,-0.008147971950504207,399.1464285714286,392.4198
2021-07-09,2021,7,9,Friday,27,2021-27,404.26,407.35,402.55,407.05,76238600,0.010674794561029266,400.52142857142854,392.784
2021-07-12,2021,7,12,Monday,28,2021-28,406.97,408.76,406.54,408.51,52889600,0.003581809848968609,401.6042857142857,393.1278
2021-07-13,2021,7,13,Tuesday,28,2021-28,407.72,409.22,406.85,407.12,52911300,-0.0034089336892473288,402.4378571428571,393.49520000000007
2021-07-14,2021,7,14,Wednesday,28,2021-28,408.81,409.29,406.48,407.72,64130400,0.0014920873271000445,403.34857142857146,393.8578
2021-07-15,2021,7,15,Thursday,28,2021-28,406.39,407.06,404.43,406.33,55126400,-0.0034154980469341956,403.99285714285713,394.24080000000004
2021-07-16,2021,7,16,Friday,28,2021-28,407.51,407.56,402.75,403.14,75874700,-0.007843693917487071,404.3085714285715,394.5574
2021-07-19,2021,7,19,Monday,29,2021-29,398.33,403.21,394.39,397.19,147987000,-0.014767896556367899,404.14142857142855,394.6932
2021-07-20,2021,7,20,Tuesday,29,2021-29,397.85,404.15,397.06,402.88,99608200,0.014330407352309171,404.36571428571426,394.88599999999997
2021-07-21,2021,7,21,Wednesday,29,2021-29,404.08,406.28,402.84,406.14,64724400,0.008096497751717724,404.79857142857145,395.22180000000003
2021-07-22,2021,7,22,Thursday,29,2021-29,406.32,407.24,405.34,406.99,47878500,0.00209399677094102,405.13428571428574,395.64420000000007
2021-07-23,2021,7,23,Friday,29,2021-29,408.92,411.52,408.24,411.18,63766600,0.010287867278016671,405.54928571428576,396.31440000000003
2021-07-26,2021,7,26,Monday,30,2021-30,410.59,412.2,410.55,412.19,43719200,0.0024549503948168017,406.0892857142857,396.914
2021-07-27,2021,7,27,Tuesday,30,2021-30,411.15,411.18,407.49,410.31,67397100,-0.004557600397255612,406.39285714285717,397.3586
2021-07-28,2021,7,28,Wednesday,30,2021-30,410.94,411.52,408.72,410.14,52472400,-0.0004101862751448859,406.92071428571427,397.8196
2021-07-29,2021,7,29,Thursday,30,2021-30,411.07,412.92,411.06,411.85,47435300,0.004147818133818815,407.2635714285715,398.3814
2021-07-30,2021,7,30,Friday,30,2021-30,409.28,411.29,409.15,409.84,68951200,-0.004856564943412689,407.35857142857145,398.9232
2021-08-02,2021,8,2,Monday,31,2021-31,411.56,412.11,408.63,408.99,58783300,-0.0020980952806445297,407.4921428571429,399.36560000000003
2021-08-03,2021,8,3,Tuesday,31,2021-31,409.78,412.43,407.59,412.31,58053900,0.008135432551714006,407.82000000000005,399.88079999999997
2021-08-04,2021,8,4,Wednesday,31,2021-31,411.03,412.28,410.05,410.28,46732200,-0.004919007973783085,408.1021428571429,400.27660000000003
2021-08-05,2021,8,5,Thursday,31,2021-31,411.44,412.97,411.13,412.88,38969700,0.006332846183690233,408.79785714285714,400.74159999999995
2021-08-06,2021,8,6,Friday,31,2021-31,413.2,413.99,412.92,413.56,46930000,0.0016524097420331785,409.96714285714285,401.20480000000003
2021-08-09,2021,8,9,Monday,32,2021-32,413.54,413.85,412.46,413.23,41222600,-0.000813404204701329,410.7064285714286,401.6574
2021-08-10,2021,8,10,Tuesday,32,2021-32,413.68,414.45,412.99,413.74,43339300,0.0012440304815162229,411.2492857142857,402.1062
2021-08-11,2021,8,11,Wednesday,32,2021-32,414.81,414.86,413.69,414.77,44034300,0.002484822065408787,411.805,402.58240000000006
2021-08-12,2021,8,12,Thursday,32,2021-32,414.62,416.15,413.72,416.01,38909400,0.0029968660599308805,412.15,403.07120000000003
2021-08-13,2021,8,13,Friday,32,2021-32,416.46,416.79,415.98,416.77,39470300,0.0018197718019217213,412.4771428571429,403.6042
2021-08-16,2021,8,16,Monday,33,2021-33,415.47,417.88,413.92,417.75,73740000,0.0023550283171616115,413.00857142857143,404.0854
2021-08-17,2021,8,17,Tuesday,33,2021-33,415.2,415.87,412.03,415.01,92673900,-0.0065556044029256855,413.3564285714286,404.51939999999996
2021-08-18,2021,8,18,Wednesday,33,2021-33,414.0,415.56,410.23,410.47,89351900,-0.01094508858966936,413.2578571428571,404.861
2021-08-19,2021,8,19,Thursday,33,2021-33,407.75,412.3,407.61,411.11,92812200,0.0015486626149647797,413.34857142857146,405.22720000000004
2021-08-20,2021,8,20,Friday,33,2021-33,411.45,414.7,410.97,414.38,72008700,0.007956933133746347,413.73357142857145,405.6222
2021-08-23,2021,8,23,Monday,34,2021-34,416.06,418.93,414.45,418.02,54973000,0.008796660915838528,414.14142857142855,406.077
2021-08-24,2021,8,24,Tuesday,34,2021-34,418.69,419.22,418.17,418.69,38744700,0.001587264737390237,414.7421428571428,406.5274
2021-08-25,2021,8,25,Wednesday,34,2021-34,418.87,420.08,418.5,419.57,40529700,0.002098324139619967,415.21999999999997,407.01
2021-08-26,2021,8,26,Thursday,34,2021-34,419.28,419.52,416.99,417.09,57829600,-0.005903199142759941,415.4721428571429,407.48720000000003
2021-08-27,2021,8,27,Friday,34,2021-34,417.89,421.19,417.84,420.82,77235100,0.008941001521239,416.0142857142857,408.0416
2021-08-30,2021,8,30,Monday,35,2021-35,421.49,423.45,421.25,422.67,48357400,0.004397670172489043,416.65214285714285,408.7389999999999
2021-08-31,2021,8,31,Tuesday,35,2021-35,422.57,422.91,421.44,422.04,59300200,-0.001481661933569911,417.17142857142863,409.3128
2021-09-01,2021,9,1,Wednesday,35,2021-35,422.98,423.49,422.03,422.27,48721400,0.0005315461543093924,417.61857142857144,409.8492
2021-09-02,2021,9,2,Thursday,35,2021-35,423.69,424.37,422.37,423.57,42501000,0.0030765743973795168,418.1042857142857,410.42119999999994
2021-09-03,2021,9,3,Friday,35,2021-35,422.43,423.98,422.03,423.46,47170500,-0.0002427340456221394,418.51214285714286,410.94419999999997
2021-09-07,2021,9,7,Tuesday,36,2021-36,423.12,423.21,421.28,421.95,51671500,-0.0035753770587947376,419.0078571428571,411.4088
2021-09-08,2021,9,8,Wednesday,36,2021-36,421.42,422.14,419.52,421.43,56181900,-0.001218465505897548,419.7907142857143,411.84680000000003
2021-09-09,2021,9,9,Thursday,36,2021-36,421.24,422.99,419.39,419.63,57970400,-0.004280150852018494,420.39928571428567,412.2446
2021-09-10,2021,9,10,Friday,36,2021-36,421.56,421.98,416.2,416.32,89948200,-0.007884467515361093,420.53785714285715,412.56940000000003
2021-09-13,2021,9,13,Monday,37,2021-37,419.31,419.57,415.08,417.39,83738600,0.0025592950261537073,420.49285714285713,412.8714
2021-09-14,2021,9,14,Tuesday,37,2021-37,418.83,419.03,414.25,415.13,78197100,-0.0053968164836726285,420.23857142857145,413.06660000000005
2021-09-15,2021,9,15,Wednesday,37,2021-37,415.56,419.1,414.45,418.6,78792200,0.008352924398337347,420.1692857142857,413.346
2021-09-16,2021,9,16,Thursday,37,2021-37,418.08,419.05,414.99,417.94,77786700,-0.0015854320180135328,420.22999999999996,413.5836
2021-09-17,2021,9,17,Friday,37,2021-37,417.17,417.59,413.51,413.87,118425000,-0.00974113288926437,419.7335714285714,413.806
2021-09-20,2021,9,20,Monday,38,2021-38,407.75,409.33,402.11,406.97,166445500,-0.016674047794016267,418.6121428571428,413.80440000000004
2021-09-21,2021,9,21,Tuesday,38,2021-38,409.3,410.6,406.06,406.58,92526100,-0.0009446224198635944,417.5078571428571,413.7658
2021-09-22,2021,9,22,Wednesday,38,2021-38,408.85,412.58,406.69,410.55,102350100,0.009754940557191505,416.6707142857143,413.83439999999996
2021-09-23,2021,9,23,Thursday,38,2021-38,412.41,417.14,412.18,415.54,76396000,0.012149912576171484,416.09714285714284,413.99080000000004
2021-09-24,2021,9,24,Friday,38,2021-38,413.91,416.93,413.69,416.22,62094800,0.0016471428922897324,415.58,414.1886
2021-09-27,2021,9,27,Monday,39,2021-39,415.19,416.35,414.34,415.03,61371100,-0.0028608962430747287,415.0857142857143,414.4264
2021-09-28,2021,9,28,Tuesday,39,2021-39,412.26,412.59,405.94,406.67,130436300,-0.020151747308803647,414.0314285714286,414.61600000000004
2021-09-29,2021,9,29,Wednesday,39,2021-39,408.04,409.78,406.79,407.35,82329200,0.0016829940679843336,413.1542857142858,414.7054
2021-09-30,2021,9,30,Thursday,39,2021-39,408.82,409.53,402.03,402.37,140506000,-0.012222279408960812,412.15785714285715,414.63
2021-10-01,2021,10,1,Friday,39,2021-39,404.1,408.83,400.58,407.15,129240100,0.011884241557734931,411.4264285714286,414.6332
2021-10-04,2021,10,4,Monday,40,2021-40,405.99,406.89,399.77,401.9,128570000,-0.012896173421662382,410.4814285714286,414.44759999999997
2021-10-05,2021,10,5,Tuesday,40,2021-40,403.4,408.33,402.61,406.09,90682500,0.010405042652853913,409.5878571428571,414.32559999999995
2021-10-06,2021,10,6,Wednesday,40,2021-40,402.49,407.98,400.87,407.77,113032200,0.0041559808714559665,408.8614285714286,414.27479999999997
2021-10-07,2021,10,7,Thursday,40,2021-40,411.05,414.13,410.87,411.3,72437500,0.008645846087250497,408.6778571428572,414.29799999999994
2021-10-08,2021,10,8,Friday,40,2021-40,412.07,412.45,409.92,410.55,74557400,-0.0018237152431030967,408.9335714285714,414.27200000000005
2021-10-11,2021,10,11,Monday,41,2021-41,409.89,412.8,407.51,407.58,65233300,-0.0072399507197505875,409.005,414.2268
2021-10-12,2021,10,12,Tuesday,41,2021-41,408.5,408.9,405.79,406.57,71181200,-0.002461391059953355,408.7207142857143,414.17839999999995
2021-10-13,2021,10,13,Wednesday,41,2021-41,407.59,408.85,404.62,408.04,72974000,0.0035975756352952803,408.185,414.093
